Extensive Reading Foundation Graded Reader List																											
Macmillan ELT					Level Info					Wordcount / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (eBook)	ISBN D (Audiobook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
MMR4	Macmillan Publishing	Secret Garden, The 	Frances Hodgson Burnett	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	17,046		A	88	Y	7	F	Adventure/Human Interest/Mystery	Pre-teen/Teen 	9780230034426	978-02300-2690-2	9780230722965	9780230491311		2008	2008	Y	
MMR4	Macmillan Publishing	Selected Short Stories by D H Lawrence	D. H. Lawrence	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	20,499		A	96	Y	7	F	Romance/Human Interest 	Teen-Adult	9780230035164	978-1-4050-8735-3	N/A	9780230491342		2006	2006	Y	
MMR4	Macmillan Publishing	Shake Hands Forever 	Ruth Rendell	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	18,208		A	96	Y	7	F	Crime/Detection/Mystery/Thriller	Teen	9780230722637	978-0-2307-3213-1	N/A	N/A		2009	2009	Y	
MMR4	Macmillan Education	Story of the Olympics: An Unofficial History, The	Rachel Bladon	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-Intermediate -A2-B2	3.4-3.6	12,115		E	80	N	7	F	History/Sport/Human interest	Teen-Adult	9780230422223	9780230422247	9780230441255	9780230490765		1905	1905	Y	
MMR4	Macmillan Publishing	Tenant of Wildfell Hall, The	Anne Bronte	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	19,152		A	96	Y	7	F	Romance/Human Interest	Teen-Adult	9780230035188	978-1-4050-8738-4	9780230723139	9780230491328		2008	2008	Y	
MMR4	Macmillan Publishing	Treasure of Monte Cristo, The	Alexandre Dumas	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	17,943		A	96	Y	7	F	Adventure/Mystery	Teen-Adult	9780230030510	978-1-4050-8421-5	9780230723153	9780230491106		2007	2007	Y	
MMR4	Macmillan Publishing	United States of America, the	Coleen Degnan-Veness	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	14,032		A	96	N	7	NF	Culture/Human Interest/History	Teen/Adult	9780230436381	9780230436411	9780230463233	9780230490888		2013	2013	Y	
MMR4	Macmillan Publishing	Wizard of Oz, The	L. Frank Baum	Macmillan Readers	Pre-Intermediate	1,400	Intermediate (H)	Pre-intermediate - A2-B1	3.4-3.6	15,454		A	88	Y	7	F	Adventure/Mystery	Teen 	9780230030503	978-1-4050-8714-8	9780230718654	9780230491090		2007	2007	Y	
MMR5	Macmillan Publishing	"A" is for Alibi	Sue Grafton	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	24,813		A	112	Y	8	F	Crime/Detection/Advenutre/Thriller/Spy	Teen-Adult	978-1-405-07287-8	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	"B" is for Burglar	Sue Grafton	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	20,698		A	96	Y	8	F	Crime/Detection/Advenutre/Thriller/Spy	Teen-Adult	978-1-405-07289-2	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	"L" is for Lawless	Sue Grafton	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	24,416		A	112	N	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-05778-3	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Barack Obama 	Carl W Hart	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	19,911		A	96	Y	8	NF	History/Human Interest/Politics	Teen-Adult	9780230735613	978-0-2304-0000-9	N/A	N/A		2010	2010	N	
MMR5	Macmillan Publishing	Bridget Jones: The Edge of Reason 	Helen Fielding	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	18,101		A	112	Y	8	F	Romance/Humour/Human Interest	Teen-Adult	9780230400221	978-0-2304-0023-8	N/A	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Bridget Jones's Diary 	Helen Fielding	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	17,558		A	120	Y	8	F	Romance/Humour/Human Interest	Teen-Adult	9780230716681	978-0-2307-1670-4	N/A	N/A		2009	2009	Y	
MMR5	Macmillan Publishing	Bristol Murder	Philip Prowse	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	16,208		A	80	Y	8	F	Crime/Detection/Advenutre/Thriller/Spy	Teen-Adult	9780230035195	978-1-405-07670-8	9780230724686	9780230491151		2005	2005	Y	
MMR5		China	Jennifer Gascoigne	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	14,594		E	96	N	8	NF	Culture/Human Interest/History	Teen-Adult	9780230460362	9780230460409	9780230474413	9780230491670		2014	2014	Y	
MMR5	Macmillan Publishing	David Copperfield	Charles Dickens	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	26,578		A	112	Y	8	F	History/Politics/Romance	Teen-Adult	978-0-2300-2675-9	N/A	9780230722767	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Down Second Avenue	Es'kia Mphahlele	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	29,115		A	112	N	8	F	History/Politics	Teen-Adult	978-0-2304-0867-8	N/A	N/A	N/A		2011	2011	Y	
MMR5	Macmillan Publishing	Dr No	Ian Fleming	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,790		A	112	Y	8	F	Human Interest/Travel/Adventure/Thriller/Spy	Teen-Adult	9780230035263	978-1-405-08058-3	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Dracula 	Bram Stoker	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	10,205		A	64	Y	8	F	Mystery/Horror/Ghost	Teen-Adult	9780230030466	978-1-405-07672-2	9780230723160	9780230491144		2005	2005	Y	
MMR5	Macmillan Publishing	Emma 	Jane Austen	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	27,095		A	128	Y	8	F	Human Interest/Romance	Teen-Adult	9780230035270	978-1-405-07454-4	9780230725744	9780230491397		2005	2005	Y	
MMR5	Macmillan Publishing	Enchanted April, The	Elizabeth con Arnim	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	11,666		A	80	Y	8	F	Travel/Human Interest/Romance	Teen-Adult	978-1-405-07291-5	N/A	9780230724709	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Eye of the Tiger, The	Wilbur Smith	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	15,677		A	80	Y	8	F	Crime/Detection/Advenutre/Thriller/Spy	Teen-Adult	978-1-405-07293-9	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Girl Who Loved Tom Gorden, The	Stephen King	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	21,349		A	96	Y	8	F	Human Interest/Romance	Teen-Adult	978-1-405-07294-6	N/A	N/A	N/A		2005	2005	N	
MMR5	Macmillan Publishing	Goldfinger	Ian Fleming	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	12,945		A	112	Y	8	F	Human Interest/Travel/Adventure/Thriller/Spy	Teen-Adult	9780230035294	978-1-405-08060-6	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Great Gatsby, The	F. Scott Fitzgerald	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	13,597		A	80	Y	8	F	Human Interest/Romance	Teen-Adult	9781405077033	978-1-405-07703-3	N/A	N/A		2008	2008	Y	
MMR5	Macmillan Publishing	Hamlet 	William Shakespeare	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	13,597		A	96	N	8	F	History/Romance/Human Interest	Teen-Adult	978-0-230-71663-6	N/A	9780230416192	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Jewel That Was Ours, The	Colin Dexter	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	21,158		A	112	Y	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07311-0	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Jurassic Park	Michael Crichton	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	22,371		A	128	Y	8	F	Adventure/Thriller/Spy/Science Fiction/Fantasy	Teen-Adult	978-1-405-07296-0	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	King Arthur and the Knights of the Round Table	Stephen Colbourn	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	18,282		A	96	Y	8	F	Adventure/Mystery/History 	Teen-Adult	9780230034440	978-0-2300-2685-8	9780230722828	9780230491427		2008	2008	Y	
MMR5	Macmillan Publishing	Kiss Before Dying, A	Ira Levin	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	20,154		A	96	Y	8	F	Adventure/Thriller/Spy	Teen-Adult	9780230030473	978-1-405-07674-6	N/A	9780230491175		2007	2007	Y	LLLA WINNER 2004
MMR5	Macmillan Publishing	Live and Let Die	Ian Fleming	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	19,201		A	112	Y	8	F	Adventure/Romance/Thriller	Teen-Adult	9780230735071	978-0-2307-3508-8	N/A	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Meet Me In Istanbul	Richard Chisholm	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	10,754		A	64	Y	8	F	Travel/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230030442	978-1-405-07705-7	9780230425460	9780230490772		2007	2007	Y	
MMR5	Macmillan Publishing	Merchant of Venice, The	William Shakespeare	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,054		A	112	Y	8	F	History/Romance/Human Interest	Teen-Adult	978-0-2307-1664-3	N/A	9780230416222	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Much Ado About Nothing	William Shakespeare	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	24,814		A	112	N	8	F	Comedy/History	Teen-Adult	9780230408593	9780230408708	9780230425545	9780230491625		2011	2011	Y	
MMR5	Macmillan Publishing	My Cousin Rachel	Daphne du Maurier	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	14,450		A	80	Y	8	F	Human Interest/Romance/Crime/Detection/Adventure/Thriller/Spy 	Teen-Adult	9780230035317	978-1-405-07715-6	N/A	N/A		2008	2008	Y	
MMR5	Macmillan Education	New Lease of Death, A	Ruth Rendell, retold by John Escott	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1 	3.6-4.0	20,604		E	104	N	8	F	Crime/Detection/Mystery/Thriller	Teen-Adult	9780230422339	9780230422360	N/A	N/A		2011	2011	Y	
MMR5	Macmillan Publishing	No Comebacks and Other Stories	Frederick Forsyth	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	8,940		A	64	Y	8	F	Short Stories/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07313-4	N/A	N/A	N/A		2005	2005	N	
MMR5	Macmillan Publishing	No Longer at Ease	Chinua Achebe	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	12,550		A	80	Y	8	F	Human Interest/Crime/Detection	Teen-Adult	978-1-405-07299-1	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Norwood Builder and Other Stories, The	Arthur Conan Doyle, retold by F. H. Cornish	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	19,600		A	112	N	8	F	Mystery/Crime/Detection	Teen/Adult	9780230436459	9780230436466	9780230451728	9780230490796		2013	2013	Y	
MMR5		Old Curiosity Shop, The	Charles Dickens; H. Holwill	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	18,807		E	112	N	8	F	Society/Human Interest	Teen/Adult	9780230460386	9780230460416	N/A	9780230491663		2014	2014	Y	
MMR5	Macmillan Publishing	Oliver Twist	Charles Dickens	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	11,091		A	64	Y	8	F	Human Interest/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230030459	978-1-405-07676-0	9780230723993	9780230491168		2005	2005	Y	
MMR5	Macmillan Education	One Day	David Nicholls, retold by FH Cornish	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1 	3.6-4.0	22,214		E	112	N	8	F	Romance/Humour/Human interest	Teen-Adult	9780230422322	9780230422353	N/A	N/A		2011	2011	Y	LLLA FINALIST 2013
MMR5		Othello	William Shakespeare, retold by Chris Rose	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate - B1	3.6-4.0	17,420		A	100		8	F	Playscript/Human Interest/History	Teen-Adult	9780230470187	9780230470200	9780230484566	9780230484559		2015	2015	Y	
MMR5	Macmillan Publishing	Pearl, The	John Steinbeck	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	18,640		A	104	Y	8	F	Human Interest/History/Adventure	Teen-Adult	9780230031135	978-0-2300-3112-8	N/A	N/A		2009	2009	Y	
MMR5	Macmillan Publishing	Perfect Storm, The	Sebastian Junger	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	20,258		A	112	Y	8	F	Adventure/Thriller/Spy	Teen-Adult	978-1-405-07312-7	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Pride and Prejudice	Jane Austen	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,027		A	96	Y	8	F	Human Interest/Romance	Teen-Adult	978-1-405-07301-1	N/A	9780230724723	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Queen of Death, The	John Milne	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	12,241		A	80	Y	8	F	Human Interest/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230035201	978-1-405-07707-1	9780230426504	9780230491403		2008	2008	Y	
MMR5	Macmillan Publishing	Red and the Black, The	Stendhal	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	25,453		A	128	N	8	F	Romance/Crime/Detection	Teen-Adult	978-1-4050-7460-5	N/A	9780230722941	N/A		2006	2006	Y	
MMR5	Macmillan Publishing	Rendezvous with Rama	Arthur Clarke	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,169		A	112	N	8	F	Adventure/Thriller/Spy/Science Fiction/Fantasy	Teen-Adult	978-1-405-07303-5	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Ring of Thieves, The	Richard Prescott	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	15,150		A	96	N	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07304-2	N/A	9780230433328	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	River God 	Wilbur Smith	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,968		A	112	Y	8	F	Romance/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07305-9	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Sense and Sensibility	Jane Austen	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	25,007		A	112	Y	8	F	Romance	Teen-Adult	9780230037526	978-1-405-08062-0	9780230725768	9780230490826		2005	2005	Y	
MMR5	Macmillan Publishing	Seventh Scroll, The	Wilbur Smith	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,376		A	112	Y	8	F	Romance/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07314-1	N/A	9780230725829	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Sign of Four, The	Sir Arthur Conan Doyle	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	11,451		A	64	Y	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230035218	978-1-405-07678-4	9780230728554	9780230491410		2005	2005	Y	
MMR5	Macmillan Publishing	Silent World of Nicholas Quinn, The	Colin Dexter	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	22,344		A	96	Y	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07307-3	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Slumdog Millionaire	Vikas Swarup	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	19,822		A	112	Y	8	F	Human Interest/Romance/Thriller 	Teen-Adult	9780230404700	978-0-2304-0471-7	N/A	N/A		2010	2010	Y	
MMR5	Macmillan Publishing	Smuggler, The	Piers Plowright	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	15,280		A	80	Y	8	F	Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230035225	978-1-405-07873-3	9780230725782	9780230491373		2005	2005	Y	
MMR5	Macmillan Publishing	Space Invaders, The	Geoffrey Matthews	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	10,619		A	64	Y	8	F	Crime/Detection/Science Fiction/Fantasy	Teen-Adult	9780230035232	978-1-405-07805-4	9780230725805	9780230490802		2008	2008	Y	
MMR5	Macmillan Publishing	Speckled Band and Other Stories, The	Sir Arthur Conan Doyle	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	12,657		A	80	N	8	F	Short Stories/Crime/Detection 	Teen-Adult	9780230030480	978-1-405-07680-7	9780230718630	9780230491137		2007	2007	Y	
MMR5	Macmillan Publishing	Tess of the d'Urbervilles	Thomas Hardy	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	24,666		A	128	N	8	F	Human Interest/Romance	Teen-Adult	9780230035324	978-1-405-07457-5	9780230722927	9780230491366		2006	2006	Y	
MMR5	Macmillan Publishing	Therese Raquin	Emile Zola	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	23,493		A	96	Y	8	F	Human Interest/Romance	Teen-Adult	9780230035331	978-1-405-07538-1	9780230722903	9780230491380		2008	2008	Y	
MMR5	Macmillan Publishing	Things Fall Apart	Chinua Achebe	Macmillan Readers	Intermediate	1,600	Upper Int. (E)	Intermediate- B1	3.6-4.0	20,746		A	96	Y	8	F	Human Interest	Teen-Adult	978-1-405-07315-8	N/A	N/A	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Touching the Void	Joe Simpson	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	16,874		A	80	N	8	F	Adventure/Human Interest	Teen-Adult	9780230034457	978-0-2305-3352-3	N/A	N/A		2008	2008	Y	
MMR5	Macmillan Publishing	Used in Evidence	Frederick Forsyth	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	10,464		A	64	Y	8	F	Short Stories/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	978-1-405-07317-2	N/A	N/A	N/A		2005	2005	N	
MMR5	Macmillan Publishing	When Rain Clouds Gather	Bessie Head	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	11,066		A	80	Y	8	F	Human Interest/Travel/Background	Teen-Adult	978-0-2300-2440-3	N/A	N/A	N/A		2006	2006	Y	
MMR5	Macmillan Publishing	Woman Who Disappeared, The	Philip Prowse	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	14,255		A	64	Y	8	F	Humour/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230035249	978-1-405-07668-5	9780230426597	9780230490819		2008	2008	Y	
MMR5	Macmillan Publishing	Woodlanders, The	Thomas Hardy	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	21,169		A	96	Y	8	F	Human Interest/Romance	Teen-Adult	978-1-405-07319-6	N/A	9780230437197	N/A		2005	2005	Y	
MMR5	Macmillan Publishing	Wuthering Heights	Emily Bronte	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Intermediate- B1	3.6-4.0	21,320		A	96	Y	8	F	Human Interest/Romance	Teen-Adult	9780230035256	978-1-405-07709-5	9780230426634	9780230490789		2007	2007	Y	
MMR6		Agnes Grey	Anne Brontë, retold by Helen Holwill	Macmillan Readers	Upper Intermediate	2,200	Upper Int. (H)	Upper Intermediate - B2	4.5-5.0	22,550		A	96		9	F	Human Interest/Romance/History	Teen-Adult	9780230470231	9780230470279	9780230484610	9780230491694		2015	2015	Y	LLLA FINALIST 2016
MMR6	Macmillan Publishing	Anna Karenina	Leo Tolstoy	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	28,500		A	120	Y	9	F	Human Interst/Romance/History/Politics	Teen-Adult	978-1-405-08724-7	N/A	9780230722705	N/A		2006	2006	Y	
MMR6		Australia	Jennifer Gascoigne	Macmillan Readers	Upper Intermediate	2,200	Upper Int. (H)	Upper Intermediate - B2	4.5-5.0	20,880		A	104		9	NF	Culture/Human Interest/History	Teen-Adult	9780230470255	9780230470286	9780230484603	9780230491830		2015	2015	Y	
MMR6	Macmillan Publishing	Bleak House	Charles Dickens	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	22,002		A	128	Y	9	F	Human Interest/Romance/Crime/Detection 	Teen-Adult	978-1-405-07321-9	N/A	9780230724648	N/A		2005	2005	Y	
MMR6	Macmillan Publishing	Creative Impulse and Other Stories, The	W. Somerset Maugham	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	15,283		A	80	Y	9	F	Short Stories/Human Interest	Teen-Adult	978-1-405-07322-6	N/A	N/A	N/A		2005	2005	Y	
MMR6	Macmillan Publishing	Cut Glass Bowl and Other Stories, The	F. Scott Fitzgerald	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	12,921		A	80	N	9	F	Short Stories/Human Interest/Romance	Teen-Adult	978-1-405-07323-3	N/A	9780230724662	N/A		2005	2005	Y	
MMR6	Macmillan Education	Ghost, The	Robert Harris retold by John Escott	Macmillan Readers	Upper-Intermediate	2,200	Upper-Int. (H)	Upper-Intermediate B2 	4.5-5.0	20,487		E	96	N	9	F	Politics/Mystery/Thriller	Teen-Adult	9780230422858	9780230422872	N/A	N/A		2012	2012	Y	
MMR6	Macmillan Publishing	Grapes of Wrath, The	John Steinbeck	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	28,849		A	144	Y	9	F	Human Interest/Adventure/History	Teen-Adult	978-0-2300-3105-0	N/A	N/A	N/A		2009	2009	Y	
MMR6	Macmillan Publishing	Great Expectations	Charles Dickens	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	20,058		A	96	Y	9	F	Human Interest/Romance	Teen-Adult	9780230030565	978-1-405-07682-1	9780230724013	9780230491182		2005	2005	Y	
MMR6	Macmillan Publishing	Importance of Being Earnest, The	Oscar Wilde	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	26,504		A	104	N	9	F	Drama/Comedy/Satire	Teen-Adult	9780230408449	9780230408685	9780230426757	9780230491649		2011	2011	Y	
MMR6	Macmillan Publishing	L. A. Movie	Philip Prowse	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	26,176		A	128	Y	9	F	Humour/Crime/Detection/Adventure/Thriller/Spy	Teen-Adult	9780230030558	978-1-405-07711-8	9780230426672	9780230490833		2007	2007	Y	
MMR6	Macmillan Publishing	Macbeth	William Shakespeare	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	15,913		A	120	Y	9	F	Mystery/Human Interest/Thriller	Teen-Adult	9780230402218	978-0-2304-02232	9780230426719	9780230491632		2010	2010	Y	
MMR6	Macmillan Publishing	Man with the Golden Gun, The	Ian Fleming, retold by Helen Holwill	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	20,987		A	104	N	9	F	Thriller/Mystery/Crime/Spy	Teen-Adult	9780230422285	9780230422346	N/A	N/A		2013	2013	Y	
MMR6	Macmillan Publishing	Middlemarch	George Eliot	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	33,988		A	144	N	9	F	History/Politics/Romance 	Teen-Adult	978-0-2300-2686-5	N/A	9780230722842	N/A		2008	2008	Y	
MMR6	Macmillan Publishing	Mine Boy 	Peter Abrahams	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	18,833		A	96	Y	9	F	Human Interest	Teen-Adult	978-1-405-07326-4	N/A	N/A	N/A		2005	2005	Y	
MMR6	Macmillan Publishing	Mistress of Spices, The	Chitra Banerjee Divalaruni	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	21,799		A	96	Y	9	F	Human Interest/Romance/Myths/Legends/Folklore/Human Interest/Romance	Teen-Adult	978-1-405-07327-1	N/A	N/A	N/A		2005	2005	Y	
MMR6	Macmillan Publishing	Moby Dick	Herman Melville	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	26,317		A	112	Y	9	F	Adventure/Travel/History	Teen-Adult	978-0-2300-2687-2	N/A	9780230722866	N/A		2008	2008	Y	
