Extensive Reading Foundation Graded Reader List																											
Oxford U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (book only,  no CD/CD-ROM)	ISBN B (with audio CD) (Dominoes & Classic Tales w/ CD/CD-ROM) 	ISBN C (wtih MP3 CD)	ISBN D (eBook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
ORD5	Oxford U. Press	Medicine Then And Now	Louise & Richard Spilsbury	Oxford Read and Discover	5	900 	Intermediate (E)	A2/B1	2.2-2.4	3,363 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194645065	9780194645461	9780194022262			2012	2012	Y	
ORD5	Oxford U. Press	Our World in Art	Richard Northcott	Oxford Read and Discover	5	900 	Intermediate (E)	A2/B1	2.2-2.4	3,360 		A		Y	4 	NF	The World of Arts & Social Studies	Children/Teens	9780194645041	9780194645447	9780194022286			2012	2012	Y	
ORD5	Oxford U. Press	Transportation Then and Now	James Styring	Oxford Read and Discover	5	900 	Intermediate (E)	B1	2.2-2.4	3,425 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644990	9780194645393	9780194022316			2010	2010	Y	
ORD5	Oxford U. Press	Wild Weather	Jacqueline Martin	Oxford Read and Discover	5	900 	Intermediate (E)	B1	2.2-2.4	3,395 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644983	9780194645386	9780194022330			2010	2010	Y	
ORD6	Oxford U. Press	All About Space	Alex Reynham	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,820 		A		Y	5 	NF	The Natural World	Children/Teens	9780194645607	9780194646000	9780194022354			2010	2010	Y	
ORD6	Oxford U. Press	Caring For Our Planet	Joyce Hannam	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,804 		A		Y	5 	NF	The Natural World	Children/Teens	9780194645591	9780194645997	9780194022378			2010	2010	Y	
ORD6	Oxford U. Press	Cells and Microbes	Louise & Richard Spilsbury	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,663 		A		Y	5 	NF	The World of Science & Technology	Children/Teens	9780194645638	9780194646031	9780194022392			2012	2012	Y	
ORD6	Oxford U. Press	Clothes Then and Now	Richard Northcott	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,711 		A		Y	5 	NF	The World of Science & Technology	Children/Teens	9780194645614	9780194646017	9780194022415			2012	2012	Y	
ORD6	Oxford U. Press	Earth Then and Now	Robert Quinn	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,723 		A		Y	5 	NF	The Natural World	Children/Teens	9780194645652	9780194646055	9780194022439			2012	2012	Y	
ORD6	Oxford U. Press	Food Around the World	Robert Quinn	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,739 		A		Y	5 	NF	The World of Arts & Social Studies	Children/Teens	9780194645577	9780194646079	9780194022453			2010	2010	Y	
ORD6	Oxford U. Press	Helping Around the World	Sarah Medina	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,734 		A		Y	5 	NF	The World of Arts & Social Studies	Children/Teens	9780194645621	9780194646024	9780194022477			2012	2012	Y	
ORD6	Oxford U. Press	Incredible Energy	Louise & Richard Spilsbury	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,776 		A		Y	5 	NF	The World of Science & Technology	Children/Teens	9780194645645	9780194646048	9780194022491			2012	2012	Y	
ORD6	Oxford U. Press	Wonderful Ecosystems	Louise & Richard Spilsbury	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,754 		A		Y	5 	NF	The Natural World	Children/Teens	9780194645669	9780194646062	9780194022514			2010	2010	Y	
ORD6	Oxford U. Press	Your Amazing Body	Robert Quinn	Oxford Read and Discover	6	1,050 	Intermediate (E)	B1	2.6-2.8	3,869 		A		Y	5 	NF	The World of Science & Technology	Children/Teens	9780194645584	9780194645980	9780194022538			2010	2010	Y	
ORIES		Spider, Spider		Oxford Read and Imagine	Early Starter			pre-A1		59		A	24			F			978-0-19-472229-2			978-0-19-470918-7 				Y	free mp3 download
ORIES		What's this?		Oxford Read and Imagine	Early Starter			pre-A1		63		A	24			F			978-0-19-472242-1			978-0-19-472394-7				Y	free mp3 download
ORIS		At the Zoo		Oxford Read and Imagine	Starter			pre-A1		120						F			9780194722384		9780194015981				2014	Y	free mp3 download
ORIS		Clunk Draws a PIcture		Oxford Read and Imagine	Starter			pre-A1		110						F			9780194722391		9780194015950				2014	Y	free mp3 download
ORIS		Hello Clunk		Oxford Read and Imagine	Starter			pre-A1		120						F			9780194722377		9780194017107				2014	Y	free mp3 download
ORIS		Hello, Goodbye		Oxford Read and Imagine	Starter			pre-A1		91						F			9780194709217		9780194707916				2016	Y	free mp3 download
ORIS		One, Two, Three		Oxford Read and Imagine	Starter			pre-A1		115						F			9780194722414		9780194017138	978-0-19-470928-6			2015	Y	free mp3 download
ORIS		Rosie's Teddy Bear		Oxford Read and Imagine	Starter			pre-A1		120						F			9780194709224		9780194709507				2016	Y	free mp3 download
ORIS		Where's My Hat?		Oxford Read and Imagine	Starter			pre-A1		108						F			9780194722407		9780194017169	978-0-19-472388-6			2014	Y	free mp3 download
ORIB		Cake Machine		Oxford Read and Imagine	Beginner			pre-A1		214						F			9780194722254	9780194722285	9780194017312				2014	Y	free mp3 download
ORIB		Crocodile in House		Oxford Read and Imagine	Beginner			pre-A1		214						F					9780194017220				2016	Y	free mp3 download
ORIB		I'm Sorry		Oxford Read and Imagine	Beginner			pre-A1		215						F			9780194722247		9780194017282	978-0-19-470913-2			2014	Y	free mp3 download
ORIB		In the Snow		Oxford Read and Imagine	Beginner			pre-A1		226						F			9780194722261		9780194017251				2014	Y	free mp3 download
ORIB		Rainy Day, A		Oxford Read and Imagine	Beginner			pre-A1		213						F			9780194722278		9780194017190	978-0-19-472387-9			2014	Y	free mp3 download
ORI1		Apple and Bananas		Oxford Read and Imagine	1			pre-A1		48						F			9780194707947		9780194709170				2016	Y	
ORI1		Ben's Big Swim		Oxford Read and Imagine	1			pre-A1		548						F			9780194722674	9780194722551	9780194017343	978-0-19-472389-3			2014	Y	
ORI1		Clunk in Space		Oxford Read and Imagine	1			pre-A1		557						F			9780194722681	9780194722568	9780194017374	978-0-19-472390-9			2014	Y	
ORI1		I Can See You		Oxford Read and Imagine	1			pre-A1		192						F			9780194709071		9780194707886				2016	Y	
ORI1		Monkeys in School		Oxford Read and Imagine	1			pre-A1		599						F			9780194722728	9780194722605	9780194017404				2015	Y	
ORI1		New Glasses, The		Oxford Read and Imagine	1			pre-A1		588						F			9780194709309	9780194709385					2015	Y	
ORI1		On Thin Ice		Oxford Read and Imagine	1			pre-A1		596						F			9780194709316	9780194709392					2016	Y	
ORI1		Picnic, The		Oxford Read and Imagine	1			pre-A1		47						F			9780194709163		9780194015899				2015	Y	
ORI1		Rainforest Rescue		Oxford Read and Imagine	1			pre-A1		550						F			9780194722698	9780194722575	9780194017435				2014	Y	
ORI1		Robbers at the Museum		Oxford Read and Imagine	1			pre-A1		570						F			9780194722704	9780194722582	9780194017466				2014	Y	
ORI1		Spider Spider		Oxford Read and Imagine	1			pre-A1		59						F			9780194722292		9780194014496				2015	Y	
ORI1		Tree House, The		Oxford Read and Imagine	1			pre-A1		610						F			9780194709323	9780194709408					2016	Y	
ORI1		Too Fast		Oxford Read and Imagine	1			pre-A1		582						F			9780194722711	9780194722599	9780194017527				2015	Y	
ORI1		What's This		Oxford Read and Imagine	1			pre-A1		63						F			9780194722421		9780194015929				2015	Y	
ORI2		Big Storm, The		Oxford Read and Imagine	2			pre-A1		689						F			9780194722988	9780194722865	9780194017701	978-0-19-472396-1			2014	Y	
ORI2		Can You See Lions		Oxford Read and Imagine	2			pre-A1		693						F			9780194722971	9780194722858	9780194017558	978-0-19-472395-4 			2014	Y	
ORI2		Clunk in the Clouds		Oxford Read and Imagine	2			pre-A1		752						F			9780194736497		9780194736572				2016	Y	
ORI2		Clunks New Job		Oxford Read and Imagine	2			pre-A1		693						F			9780194723022	9780194722889	9780194017589				2014	Y	
ORI2		In the Big City		Oxford Read and Imagine	2			pre-A1		693						F			9780194722995	9780194722872	9780194017619				2014	Y	
ORI2		Race, The		Oxford Read and Imagine	2			pre-A1		694						F			9780194736480		9780194736565				2016	Y	
ORI2		Sheep in The Snow		Oxford Read and Imagine	2			pre-A1		741						F			9780194723039	9780194722896	9780194017640				2015	Y	
ORI2		Stop the Machine		Oxford Read and Imagine	2			pre-A1		764						F			9780194723046	9780194722902	9780194017671				2015	Y	
ORI3		Danger Bugs		Oxford Read and Imagine	3			A1		1050						F			9780194723299	9780194723176	9780194019675	978-0-19-472404-3			2014	Y	
ORI3		Danger in the Rainforest		Oxford Read and Imagine	3			A1		1004						F			9780194736732		9780194736817	978-0-19-472405-0			2016	Y	
ORI3		Fear at the Festival		Oxford Read and Imagine	3			A1		1035						F			9780194736725		9780194736800				2016	Y	
ORI3		High Water		Oxford Read and Imagine	3			A1		1056						F			9780194723312	9780194723190	9780194019736				2014	Y	
ORI3		In the Eagle's Nest		Oxford Read and Imagine	3			A1		1031						F			9780194723343	9780194723220	9780194019767				2015	Y	
ORI3		New Sound		Oxford Read and Imagine	3			A1		1081						F			9780194723336	9780194723213	9780194019859				2015	Y	
ORI3		Shadow of the Park, A		Oxford Read and Imagine	3			A1		1016						F			9780194736749	9780194736824					2016	Y	
ORI3		Soccer in the Street		Oxford Read and Imagine	3			A1		1002						F			9780194723305	9780194723183	9780194019798				2014	Y	
ORI3		The Game		Oxford Read and Imagine	3			A1		1041						F			9780194723329	9780194723206	9780194019828				2015	Y	
ORI4		Bats		Oxford Read and Imagine	4			A1/A2		1358						F			9780194736961		9780194737043				2016	Y	
ORI4		Clunk's Brain		Oxford Read and Imagine	4			A1/A2		1402						F			9780194736978	9780194737050					2016	Y	
ORI4		Lost City, The		Oxford Read and Imagine	4			A1/A2		1358						F			9780194723633	9780194723510	9780194021128				2014	Y	
ORI4		Lost in the Desert		Oxford Read and Imagine	4			A1/A2		1371						F			9780194723626	9780194723503	9780194019910				2014	Y	
ORI4		Machine for the Future, A		Oxford Read and Imagine	4			A1/A2		1353						F			9780194723640	9780194723527	9780194019880				2015	Y	
ORI4		Pictures from the Past		Oxford Read and Imagine	4			A1/A2		1389						F			9780194723657	9780194723534	9780194019941				2015	Y	
ORI4		Swimming with Dolphins		Oxford Read and Imagine	4			A1/A2		1365						F			9780194723619	9780194723497	9780194019972				2014	Y	
ORI4		Volcano Adventure		Oxford Read and Imagine	4			A1/A2		1050						F			9780194723602	9780194723480	9780194021159	978-0-19-472410-4			2014	Y	
ORI5		Bad House, The		Oxford Read and Imagine	5			A2/B1		2403						F			9780194723756	9780194723718	9780194021210				2015	Y	
ORI5		Day of the Dinosaurs		Oxford Read and Imagine	5			A2/B1		2273						F			9780194723749	9780194723701	9780194021180	978-0-19-472416-6			2015	Y	
ORI5		Painting in the Attic, The		Oxford Read and Imagine	5			A2/B1		2273						F			9780194737203	9780194737241					2016	Y	
ORI5		Trouble on the Eastern Express		Oxford Read and Imagine	5			A2/B1		2399						F			9780194737210		9780194737258				2016	Y	
ORI6		Invisible		Oxford Read and Imagine	6			B1		3041						F			9780194723848	9780194723800	9780194021272				2015	Y	
ORI6		Secret on the Moon, The		Oxford Read and Imagine	6			B1		3050						F			9780194723855	9780194723817	9780194021302				2015	Y	
ORI6		What's So Funny		Oxford Read and Imagine	6			B1		3091						F			9780194737326	9780194737364					2016	Y	
OSLR1	Oxford U. Press	Anna at the Supermarket		Oxford Storyland Readers	Level 1									N		F		Children	978-0-19-596946-7							Y	
OSLR1	Oxford U. Press	Picnic, The		Oxford Storyland Readers	Level 1									N		F		Children	978-0-19-596947-4							Y	
OSLR1	Oxford U. Press	This is Ping		Oxford Storyland Readers	Level 1									N		F		Children	978-0-19-596944-3							Y	
OSLR1	Oxford U. Press	You're a Cat		Oxford Storyland Readers	Level 1									N		F		Children	978-0-19-596945-0							Y	
OSLR2	Oxford U. Press	Daddy's Present		Oxford Storyland Readers	Level 2									N		F		Children	978-0-19-596951-1							Y	
OSLR2	Oxford U. Press	Grandma's Photos		Oxford Storyland Readers	Level 2									N		F		Children	978-0-19-596950-4							Y	
OSLR2	Oxford U. Press	Birthday Party, The		Oxford Storyland Readers	Level 2									N		F		Children	978-0-19-596948-1							Y	
OSLR2	Oxford U. Press	Red Kite, The		Oxford Storyland Readers	Level 2									N		F		Children	978-0-19-596949-8							Y	
OSLR3	Oxford U. Press	At the Zoo		Oxford Storyland Readers	Level 3									N		F		Children	978-0-19-596955-9							Y	
OSLR3	Oxford U. Press	Billy and Tom		Oxford Storyland Readers	Level 3									N		F		Children	978-0-19-596954-2							Y	
OSLR3	Oxford U. Press	Bip's Visit		Oxford Storyland Readers	Level 3									N		F		Children	978-0-19-596953-5							Y	
OSLR3	Oxford U. Press	My Friend Bip		Oxford Storyland Readers	Level 3									N		F		Children	978-0-19-596952-8							Y	
OSLR4	Oxford U. Press	I Can Swim		Oxford Storyland Readers	Level 4									N		F		Children	978-0-19-596957-3							Y	
OSLR4	Oxford U. Press	Joey the Bird		Oxford Storyland Readers	Level 4									N		F		Children	978-0-19-596959-7							Y	
OSLR4	Oxford U. Press	Super Boy		Oxford Storyland Readers	Level 4									N		F		Children	978-0-19-596958-0							Y	
OSLR4	Oxford U. Press	Where is Boo?		Oxford Storyland Readers	Level 4									N		F		Children	978-0-19-596956-6							Y	
OSLR5	Oxford U. Press	Charlie		Oxford Storyland Readers	Level 5									N		F		Children	978-0-19-596962-7							Y	
OSLR5	Oxford U. Press	Jo Jo		Oxford Storyland Readers	Level 5									N		F		Children	978-0-19-596964-1							Y	
OSLR5	Oxford U. Press	Lucky		Oxford Storyland Readers	Level 5									N		F		Children	978-0-19-596963-4							Y	
OSLR5	Oxford U. Press	Mickey Monkey		Oxford Storyland Readers	Level 5									N		F		Children	978-0-19-596961-0							Y	
OSLR6	Oxford U. Press	At the Beach		Oxford Storyland Readers	Level 6									N		F		Children	978-0-19-596965-8							Y	
OSLR6	Oxford U. Press	Gary's Lost!		Oxford Storyland Readers	Level 6									N		F		Children	978-0-19-596967-2							Y	
OSLR6	Oxford U. Press	Circus, The		Oxford Storyland Readers	Level 6									N		F		Children	978-0-19-596968-9							Y	
OSLR6	Oxford U. Press	Space Museum, The		Oxford Storyland Readers	Level 6									N		F		Children	978-0-19-596966-5							Y	
OSLR7	Oxford U. Press	Mrs Mott		Oxford Storyland Readers	Level 7									N		F & NF		Children	978-0-19-596972-6							Y	
OSLR7	Oxford U. Press	Biggest Dad, The		Oxford Storyland Readers	Level 7									N		F & NF		Children	978-0-19-596970-2							Y	
OSLR7	Oxford U. Press	Garden Fairy, The		Oxford Storyland Readers	Level 7									N		F & NF		Children	978-0-19-596971-9							Y	
OSLR7	Oxford U. Press	Lost Cat, The		Oxford Storyland Readers	Level 7									N		F & NF		Children	978-0-19-596969-6							Y	
OSLR8	Oxford U. Press	Beauty and the Beast		Oxford Storyland Readers	Level 8									N		F & NF		Children	978-0-19-596976-4							Y	
OSLR8	Oxford U. Press	Fireman Bill and the Dragon		Oxford Storyland Readers	Level 8									N		F & NF		Children	978-0-19-596974-0							Y	
OSLR8	Oxford U. Press	Fat Prince and the Angry Man, The		Oxford Storyland Readers	Level 8									N		F & NF		Children	978-0-19-596975-7							Y	
OSLR8	Oxford U. Press	Giant's Garden, The		Oxford Storyland Readers	Level 8									N		F & NF		Children	978-0-19-596973-3							Y	
OSLR9	Oxford U. Press	Amy and the Red Box		Oxford Storyland Readers	Level 9									N		F & NF		Children	978-0-19-596977-1							Y	
OSLR9	Oxford U. Press	Barney the Policeman		Oxford Storyland Readers	Level 9									N		F & NF		Children	978-0-19-596979-5							Y	
OSLR9	Oxford U. Press	Hansel and Gretel		Oxford Storyland Readers	Level 9									N		F & NF		Children	978-0-19-596978-8							Y	
OSLR9	Oxford U. Press	Jo Tells Stories		Oxford Storyland Readers	Level 9									N		F & NF		Children	978-0-19-596980-1							Y	
OSLR10	Oxford U. Press	Save the Animals!		Oxford Storyland Readers	Level 10									N		F & NF		Children	978-0-19-596984-9							Y	
OSLR10	Oxford U. Press	Elephant Rock, The		Oxford Storyland Readers	Level 10									N		F & NF		Children	978-0-19-596983-2							Y	
OSLR10	Oxford U. Press	Girl from the Sea, The		Oxford Storyland Readers	Level 10									N		F & NF		Children	978-0-19-596981-8							Y	
OSLR10	Oxford U. Press	Typhoon!		Oxford Storyland Readers	Level 10									N		F & NF		Children	978-0-19-596982-5							Y	
OSLR11	Oxford U. Press	How Sam Grew		Oxford Storyland Readers	Level 11									N		F & NF		Children	978-0-19-596988-7							Y	
OSLR11	Oxford U. Press	Fishing Hook, The		Oxford Storyland Readers	Level 11									N		F & NF		Children	978-0-19-596987-0							Y	
OSLR11	Oxford U. Press	School Ghost, The		Oxford Storyland Readers	Level 11									N		F & NF		Children	978-0-19-596985-6							Y	
OSLR11	Oxford U. Press	Younger Brother, The		Oxford Storyland Readers	Level 11									N		F & NF		Children	978-0-19-596986-3							Y	
OSLR12	Oxford U. Press	Happy and the Plums		Oxford Storyland Readers	Level 12									N		F & NF		Children	978-0-19-596990-0							Y	
OSLR12	Oxford U. Press	Take It Away!		Oxford Storyland Readers	Level 12									N		F & NF		Children	978-0-19-596992-4							Y	
OSLR12	Oxford U. Press	Snow Queen, The		Oxford Storyland Readers	Level 12									N		F & NF		Children	978-0-19-596989-4							Y	
OSLR12	Oxford U. Press	Story of Tea, The		Oxford Storyland Readers	Level 12									N		F & NF		Children	978-0-19-596991-7							Y	
OSTY1	Oxford U. Press	Locked Room, The		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	George Sees Stars		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	Casualty!		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	Watchers, The		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	Underground		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	Collector, The		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY1	Oxford U. Press	Song for Ben, A		Storylines	Level 1	400 	Elementary (E)							N		F		young adult, adult								Y	
OSTY2	Oxford U. Press	The Eyes of Montezuma		Storylines	Level 2	750 	Elementary (H)							N		F		young adult, adult								Y	
OSTY2	Oxford U. Press	The Visit		Storylines	Level 2	750 	Elementary (H)							N		F		young adult, adult								Y	
OSTY3	Oxford U. Press	Life Lines		Storylines	Level 3	1,000 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY3	Oxford U. Press	Sunnyvista City		Storylines	Level 3	1,000 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY3	Oxford U. Press	African Adventure		Storylines	Level 3	1,000 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY3	Oxford U. Press	Milo		Storylines	Level 3	1,000 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	Tidy Ghost, A		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	Hitchhiker, The		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	Night of the Green Dragon, The		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	City of Lights		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	Space Affair		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OSTY4	Oxford U. Press	Taste of Murder, A		Storylines	Level 4	1,250 	Intermediate (M)							N		F		young adult, adult								Y	
OETR1	Oxford U. Press	Jo and the Eggs		English Today Readers	Level 1									N				Children	978-0-19-422417-8							Y	
OETR1	Oxford U. Press	Mr Pot the Painter		English Today Readers	Level 1									N				Children	978-0-19-422423-9							Y	
OETR1	Oxford U. Press	The Little Monster		English Today Readers	Level 1									N				Children	978-0-19-422424-6							Y	
OETR2	Oxford U. Press	Archie's Sweet Shop		English Today Readers	Level 2									N				Children	978-0-19-422422-2							Y	
OETR2	Oxford U. Press	Baby Robot		English Today Readers	Level 2									N				Children	978-0-19-422414-7							Y	
OETR2	Oxford U. Press	Two Boys and a Boat		English Today Readers	Level 2									N				Children	978-0-19-422425-3							Y	
OETR3	Oxford U. Press	No Garden for George		English Today Readers	Level 3									N				Children	978-0-19-422421-5							Y	
OETR3	Oxford U. Press	The Old House		English Today Readers	Level 3									N				Children	978-0-19-422415-4							Y	
OETR4	Oxford U. Press	One Hundred Thousand Dollars		English Today Readers	Level 4									N				Children	978-0-19-422416-1							Y	
OETR4	Oxford U. Press	The Balloon Race		English Today Readers	Level 4									N				Children	978-0-19-422420-8							Y	
OETR5	Oxford U. Press	Susan and the Flying Saucer		English Today Readers	Level 5									N				Children	978-0-19-422418-5							Y	
OETR6	Oxford U. Press	The Tunnel		English Today Readers	Level 6									N				Children	978-0-19-422419-2							Y	
OSER1	Oxford U. Press	Kite, The		Start with English Readers	Grade 1				0.5	430 		E		N				Children	978-0-19-433788-5							N	
OSER1	Oxford U. Press	Mary and her Basket		Start with English Readers	Grade 1				0.5	407 		E		N				Children	978-0-19-433541-6							N	
OSER1	Oxford U. Press	New Tooth, A		Start with English Readers	Grade 1				0.5	341 		E		N				Children	978-0-19-433787-8							N	
OSER1	Oxford U. Press	Pat and her Picture		Start with English Readers	Grade 1				0.5	356 		E		N				Children	978-0-19-433786-1							N	
OSER1	Oxford U. Press	Po-Po		Start with English Readers	Grade 1				0.5	328 		E		N				Children	978-0-19-433540-9							N	
OSER2	Oxford U. Press	Bird and the Bread, The		Start with English Readers	Grade 2				0.7	708 		E		N				Children	978-0-19-433544-7							N	
OSER2	Oxford U. Press	John and Paul go to School		Start with English Readers	Grade 2				0.7	651 		E		N				Children	978-0-19-433543-0							N	
OSER2	Oxford U. Press	Peter and his Book		Start with English Readers	Grade 2				0.6	459 		E		N				Children	978-0-19-433542-3							N	
OSER2	Oxford U. Press	Tonk and his Friends		Start with English Readers	Grade 2				0.7	696 		E		N				Children	978-0-19-433789-2							N	
OSER2	Oxford U. Press	Two Stories		Start with English Readers	Grade 2				0.7	601 		E		N				Children	978-0-19-433545-4							N	
OSER3	Oxford U. Press	Big Race, The		Start with English Readers	Grade 3				0.9	1,500 		E		N				Children	978-0-19-433548-5							N	
OSER3	Oxford U. Press	Fox and the Stork/The Bird and the Glass, The		Start with English Readers	Grade 3				0.9	1,132 		E		N				Children	978-0-19-433547-8							N	
OSER3	Oxford U. Press	Man in the Big Car, The		Start with English Readers	Grade 3				0.9	1,104 		E		N				Children	978-0-19-433549-2							N	
OSER3	Oxford U. Press	Queen's Handkerchief, The		Start with English Readers	Grade 3				0.9	879 		E		N				Children	978-0-19-433790-8							N	
OSER3	Oxford U. Press	Sam's Ball		Start with English Readers	Grade 3				0.9	1,150 		E		N				Children	978-0-19-433546-1							N	
OSER4	Oxford U. Press	An Apple for the Monkey		Start with English Readers	Grade 4				1.6	2,400 		E		N				Children	978-0-19-433792-2							N	
OSER4	Oxford U. Press	Four Clever People		Start with English Readers	Grade 4				1.2	1,800 		E		N				Children	978-0-19-433571-3							N	
OSER4	Oxford U. Press	In the Cave		Start with English Readers	Grade 4				1.2	1,500 		E		N				Children	978-0-19-433791-5							N	
OSER4	Oxford U. Press	Nine Stories about People		Start with English Readers	Grade 4				1.2	2,000 		E		N				Children	978-0-19-433570-6							N	
OSER5	Oxford U. Press	Doctor Know-It-All/The Brave Little Tailor		Start with English Readers	Grade 5				1.6	4,100 		E		N				Children	978-0-19-433572-0							N	
OSER5	Oxford U. Press	Flyer, The		Start with English Readers	Grade 5				1.6	4,400 		E		N				Children	978-0-19-433793-9							N	
OSER5	Oxford U. Press	People and Things		Start with English Readers	Grade 5				1.6	4,000 		E		N				Children	978-0-19-433573-7							N	
OSER6	Oxford U. Press	Bottle Imp, The		Start with English Readers	Grade 6				1.9	3,600 		E		N				Children	978-0-19-433575-1							N	
OSER6	Oxford U. Press	World Around Us, The		Start with English Readers	Grade 6				1.9	7,000 		E		N				Children	978-0-19-433574-4							N	
OUAR1	Oxford U. Press	Magic Picture Board		Up and Away Readers	Level 1				0.6	400 		E		N				Children	978-0-19-440500-3							Y	companion to "Up and Away" coursebooks
OUAR1	Oxford U. Press	Family Album		Up and Away Readers	Level 1				0.6	400 		E		N				Children	978-0-19-440506-5							Y	companion to "Up and Away" coursebooks
OUAR1	Oxford U. Press	Zoo, The		Up and Away Readers	Level 1				0.6	400 		E		N				Children	978-0-19-440512-6							Y	companion to "Up and Away" coursebooks
OUAR1	Oxford U. Press	Naughty Monkey, The		Up and Away Readers	Level 1				0.6	400 		E		N				Children	978-0-19-440518-8							Y	companion to "Up and Away" coursebooks
OUAR2	Oxford U. Press	Very Dangerous Driver, The		Up and Away Readers	Level 2				0.7	475 		E		N				Children	978-0-19-440501-0							Y	companion to "Up and Away" coursebooks
OUAR2	Oxford U. Press	Elephant Driver, The		Up and Away Readers	Level 2				0.6	530 		E		N				Children	978-0-19-440507-2							Y	companion to "Up and Away" coursebooks
OUAR2	Oxford U. Press	Jimmy's Lucky Day		Up and Away Readers	Level 2				0.7	650 		E		N				Children	978-0-19-440513-3							Y	companion to "Up and Away" coursebooks
OUAR2	Oxford U. Press	Sunny's Lucky Day		Up and Away Readers	Level 2				0.6	802 		E		N				Children	978-0-19-440519-5							Y	companion to "Up and Away" coursebooks
OUAR3	Oxford U. Press	Magic Picture Book		Up and Away Readers	Level 3				0.7	650 		E		N				Children	978-0-19-440502-7							Y	companion to "Up and Away" coursebooks
OUAR3	Oxford U. Press	Adventure with a Good Friend		Up and Away Readers	Level 3				0.7	650 		E		N				Children	978-0-19-440508-9							Y	companion to "Up and Away" coursebooks
OUAR3	Oxford U. Press	May Goes to Star Y		Up and Away Readers	Level 3				0.7	650 		E		N				Children	978-0-19-440520-1							Y	companion to "Up and Away" coursebooks
OUAR3	Oxford U. Press	Old Ghost House, The		Up and Away Readers	Level 3				0.7	650 		E		N				Children	978-0-19-440514-0							Y	companion to "Up and Away" coursebooks
OUAR4	Oxford U. Press	Sunny the Ski Jumper		Up and Away Readers	Level 4				0.9	1,000 		E		N				Children	978-0-19-440503-4							Y	companion to "Up and Away" coursebooks
OUAR4	Oxford U. Press	Up and Away Around the World		Up and Away Readers	Level 4				0.9	1,000 		E		N				Children	978-0-19-440509-6							Y	companion to "Up and Away" coursebooks
OUAR4	Oxford U. Press	Missing Monkey, The		Up and Away Readers	Level 4				0.9	1,000 		E		N				Children	978-0-19-440515-7							Y	companion to "Up and Away" coursebooks
OUAR4	Oxford U. Press	Sunny Goes to Town		Up and Away Readers	Level 4				0.9	1,100 		E		N				Children	978-0-19-440521-8							Y	companion to "Up and Away" coursebooks
OUAR5	Oxford U. Press	Sunny's Adventure		Up and Away Readers	Level 5				1.2	1,700 		E		N				Children	978-0-19-440504-1							Y	companion to "Up and Away" coursebooks
